Flood,Aspect,Rainfall,CurvPlan,DEM,NDVI,FlowAccum,FlodDistH,FlodDistV,Hillshade,Slope,SPI,TWI
0,193,5640,0,2331,7069,2,4537,1266,142,18,20,6
0,239,6778,0,525,8008,3,1713,448,184,19,31,6
0,185,6228,2,324,6685,2,6459,285,100,29,33,5
0,319,6917,0,649,9103,2,6302,514,237,24,26,5
0,98,6682,0,73,5976,1,2900,67,164,6,3,6
0,40,6597,1,1274,8024,5,4068,581,171,24,67,6
0,115,6008,-3,341,2721,166,7316,244,150,9,810,10
0,93,7032,-2,122,7664,11,4116,107,149,12,68,7
0,22,6206,2,424,8458,0,1631,310,190,12,0,5
0,297,6907,0,301,8722,2,4368,281,231,22,24,5
0,349,6106,0,1185,6658,3,3740,1010,222,22,36,6
0,312,6924,2,65,5761,0,1044,62,221,15,0,5
0,319,6784,3,540,7610,1,6038,534,242,27,15,5
0,260,6909,0,639,6957,4,5147,522,204,20,45,6
0,143,6915,1,838,7895,0,4101,828,123,16,0,5
0,199,5872,-3,1152,5988,2,1792,462,96,37,45,5
0,249,6653,0,561,7544,1,3604,301,193,30,17,5
0,178,6678,0,56,5449,0,3887,49,177,1,0,7
0,102,6013,-1,730,7433,2,1904,417,113,21,23,5
0,115,6737,1,904,8314,0,4669,795,123,17,0,5
0,215,7083,1,769,8092,1,5727,310,157,21,12,5
0,321,5496,1,1245,6161,1,415,95,234,22,12,5
0,138,6711,0,1077,8238,3,2887,539,24,39,74,5
0,187,7008,2,713,8716,2,3176,585,71,39,48,5
0,94,7003,0,206,7088,0,3757,166,145,13,0,5
0,352,6785,2,485,7324,0,5344,440,209,14,0,5
0,14,6411,0,325,6537,2,3609,287,202,28,32,5
0,318,6943,1,85,7018,0,1569,76,216,13,0,5
0,5,6886,1,41,4690,0,1466,36,197,9,0,5
0,81,5494,0,1761,7554,0,4179,503,173,3,0,6
0,348,6376,-1,256,7377,7,2660,101,212,15,55,7
0,135,5635,0,951,7705,5,1971,468,99,22,61,6
0,320,7038,-1,939,436,978,4114,395,209,10,5261,12
0,314,7003,0,459,5174,0,3785,440,228,18,0,4
0,315,5736,0,1560,7108,1,5147,506,238,25,14,5
0,68,6290,1,181,7063,0,1616,143,170,7,0,6
0,301,6884,0,18,3645,0,1002,12,194,5,0,6
0,258,6924,0,68,5732,0,454,39,194,10,0,5
0,22,5171,0,1590,654,1,3643,579,193,24,13,5
0,292,6376,0,323,7536,0,1131,168,193,5,0,6
0,201,6678,0,22,2899,0,3784,15,176,3,0,6
0,151,6737,-1,715,8001,189,6592,558,112,19,1989,10
0,21,6440,1,9,4443,0,2297,8,182,2,0,7
0,197,6342,0,9,3568,0,1061,8,178,1,0,7
0,255,6786,0,730,9362,1,1536,474,201,29,17,5
0,310,5556,-3,2131,7416,1,5374,1066,253,50,36,4
0,359,7417,-3,621,7460,3,495,1,210,17,28,6
0,245,6564,1,116,5931,0,1942,63,187,8,0,5
0,180,6955,-2,607,3771,6,2206,589,94,30,102,6
0,32,6206,1,603,8154,0,2490,465,183,21,0,4
0,182,6564,0,273,6170,1,4507,219,95,30,17,5
0,148,7212,-1,1094,6316,13,6706,496,140,12,81,8
0,230,7058,0,440,6580,0,2016,421,180,2,0,7
0,40,7082,2,798,8487,2,7600,499,160,33,38,5
0,66,7199,2,1495,3790,0,4921,921,132,26,0,4
0,88,6807,1,67,5424,1,2285,60,139,16,9,5
0,346,6886,0,81,4526,1,2612,78,211,14,7,6
0,165,6967,0,51,4760,1,4603,42,148,11,6,6
0,201,6830,-2,212,7579,23,1465,203,139,22,281,7
0,39,5933,-1,576,7862,3,2312,419,175,20,33,6
0,55,5731,2,496,7263,0,1918,379,160,19,0,4
0,306,6671,0,102,6333,0,1227,67,185,2,0,7
0,17,6843,-1,731,8752,2,4783,693,198,31,36,5
0,150,7126,-4,451,8787,18,1855,215,64,31,326,7
0,288,6411,1,181,6725,0,2308,143,194,5,0,6
0,263,6455,-1,691,8143,2,2894,527,211,27,30,5
0,192,5846,1,712,7881,13,2190,479,124,24,174,7
0,287,7048,-1,339,7827,18,7180,302,219,17,169,8
0,31,5864,-1,671,8017,4,2180,297,182,23,51,6
0,351,6063,0,123,7720,1,897,85,206,12,6,6
0,264,6795,0,730,8714,3,1599,450,213,30,52,5
0,301,6675,0,180,5700,0,3330,144,187,2,0,7
0,328,6935,0,731,7212,8,5747,232,225,18,79,7
0,148,6798,1,982,8237,0,4536,842,152,8,0,5
0,122,6811,1,321,6704,0,3566,276,133,14,0,5
0,343,6943,0,37,5711,2,514,17,186,2,3,8
0,154,6155,2,690,7350,1,5763,494,35,38,24,4
0,335,5656,0,981,7986,0,1119,309,223,18,0,5
0,316,6651,0,194,7554,2,5586,153,196,5,6,7
0,50,6290,3,281,6539,1,2641,243,155,26,14,5
0,239,7085,-1,836,8786,3,2910,640,181,26,44,5
0,10,5629,-1,1245,7422,2,4040,771,207,27,31,5
0,353,7032,0,213,6991,10,885,198,220,22,121,7
0,359,6170,1,409,7309,3,3575,371,219,27,47,5
0,17,6063,1,152,7678,0,1869,113,198,20,0,4
0,188,5621,-1,1909,1169,12,4080,1104,90,33,238,6
0,11,6833,2,740,5690,0,4849,720,206,29,0,4
0,273,6725,1,1396,8605,2,1579,281,216,21,23,5
0,61,5494,0,1402,8464,0,974,144,175,5,0,6
0,133,5560,-1,944,8432,9,1539,532,93,24,118,7
0,228,6052,0,684,6396,0,3406,513,176,16,0,5
0,115,6884,1,28,3645,0,1044,23,178,1,0,8
0,13,6789,0,85,5701,6,959,56,196,12,38,7
0,276,7045,1,960,6978,4,3529,761,226,30,70,6
0,154,6588,0,328,7687,0,2458,253,137,13,0,5
0,28,7003,0,398,7710,2,5259,358,186,10,11,6
0,220,6663,0,153,5374,0,5447,133,178,5,0,6
0,109,5967,-3,601,7892,5,2172,443,70,31,91,6
0,227,5830,2,1596,404,0,2345,541,168,22,0,4
0,129,6807,0,25,4495,0,1952,19,175,1,0,7
0,12,6906,0,735,9837,1,6899,715,204,26,15,5
0,329,5181,-1,1522,8238,5,3017,265,203,8,21,7
0,143,6625,1,346,7832,0,2807,293,129,15,0,5
0,57,6342,0,9,3501,0,1887,7,178,2,0,7
0,286,6848,-2,1211,8140,11,6150,595,231,26,160,7
0,154,5985,1,465,6180,0,2602,367,141,12,0,5
0,149,5936,-1,281,6335,11,1980,201,90,25,153,7
0,169,7015,0,597,8440,3,2084,215,137,14,23,6
0,337,5518,-1,590,7701,5,1995,274,239,30,87,6
0,49,6411,0,216,6548,1,2308,179,166,19,11,5
0,21,6645,0,218,8408,0,1144,177,194,21,0,4
0,161,6331,0,2,4680,0,180,1,178,1,0,8
0,273,6366,-1,1153,6703,2,7246,575,223,31,36,5
0,1,6682,1,262,7330,2,6918,231,213,21,23,5
0,109,5842,1,671,8172,0,1575,469,113,20,0,4
0,307,6907,2,532,7667,0,5878,512,218,14,0,5
0,16,7107,1,397,6801,8,3551,377,200,22,96,7
0,287,6924,0,130,5978,0,1179,122,199,7,0,5
0,18,5663,3,516,7785,0,1776,319,196,17,0,5
0,44,6964,-2,755,7494,6,3374,743,159,29,99,6
0,79,6682,1,381,7391,0,7212,328,169,5,0,6
0,326,7010,1,798,4417,1,3848,788,216,13,7,6
0,225,6351,0,1080,7430,9,4379,533,180,0,2,10
0,292,6829,0,18,5268,0,1379,15,184,2,0,7
0,1,6557,1,863,8965,0,4169,546,188,4,0,6
0,76,6579,1,1109,8316,1,4761,635,105,31,18,5
0,131,6907,-1,499,8367,3,3052,479,119,17,28,6
0,150,5698,0,1029,8978,21,1880,559,111,20,223,8
0,284,6564,1,249,7378,0,4755,195,230,27,0,4
0,261,6557,0,1166,7383,1,9362,687,207,23,13,5
0,60,6376,0,335,6609,1,1550,179,167,11,6,6
0,52,6824,0,677,7285,2,6602,637,160,21,23,5
0,45,6943,1,60,7317,0,547,55,176,11,0,5
0,11,6290,1,205,8982,0,2520,167,191,7,0,5
0,349,6319,-2,514,9247,9,11106,487,232,33,174,6
0,192,6932,-1,912,7949,4,4207,842,88,36,86,5
0,174,6430,0,153,6250,0,4740,139,129,18,0,5
0,294,6797,4,742,8455,1,330,143,242,32,19,5
0,176,6664,0,636,5646,1,3026,244,95,28,16,5
0,329,6375,0,139,6443,2,1056,101,233,22,25,5
0,39,6884,1,22,3995,0,1007,16,180,1,0,7
0,134,5290,-4,1439,9084,532,2153,420,103,21,6154,11
0,50,6884,1,22,3995,0,996,17,177,6,0,6
0,36,6498,3,1054,7946,0,2439,338,180,17,0,5
0,345,5753,1,612,8306,0,1346,399,226,23,0,4
0,349,6304,1,168,7260,15,505,129,226,25,209,7
0,122,6063,0,188,7335,3,1226,150,86,26,43,6
0,76,7032,0,319,7400,2,1758,305,112,29,34,5
0,301,5539,0,621,7937,4,1151,316,214,13,27,6
0,28,7134,2,832,6353,0,5565,296,178,34,0,4
0,358,5755,1,803,8466,1,2013,545,218,24,13,5
0,57,6671,1,144,7064,1,3598,109,166,13,7,6
0,275,6863,0,510,5548,1,3196,500,217,21,11,5
0,148,6778,2,948,8231,0,3452,791,126,16,0,5
0,208,6785,1,508,8101,0,4330,463,170,8,0,5
0,40,6785,1,387,7475,2,3480,343,177,16,18,6
0,181,6664,2,674,7508,0,6494,281,112,24,0,4
0,149,6906,0,692,7514,3,6974,671,107,21,34,6
0,348,6319,-1,570,7921,8,3143,531,216,17,74,7
0,335,6588,-1,305,7601,2,2951,230,237,26,30,5
0,229,6060,-2,863,7136,66,1634,252,168,25,919,8
0,204,7116,0,906,8207,1,3850,711,138,24,14,5
0,14,5287,-1,1705,8381,2,8592,810,199,17,18,6
0,50,6797,0,751,8926,1,3642,426,175,9,5,6
0,203,5977,1,1163,7517,0,3224,607,170,8,0,5
0,345,6342,0,8,3423,0,1061,7,181,0,0,8
0,81,6807,1,43,4490,0,1284,37,157,11,0,5
0,272,6153,2,493,7658,0,2390,281,214,20,0,4
0,74,5741,1,912,8191,0,2277,633,132,23,0,4
0,92,6785,0,422,7526,4,3970,377,111,24,53,6
0,13,6924,0,23,4096,1,210,21,193,10,5,6
0,298,6785,1,479,7845,0,5496,459,235,24,0,4
0,255,5645,1,1447,6938,4,1481,419,200,23,51,6
0,315,7129,-1,942,8732,1,2763,506,252,38,23,4
0,169,6682,0,25,3503,1,2206,19,169,4,2,7
0,133,7053,1,169,4914,0,2448,151,100,22,0,4
0,356,6807,1,53,4733,0,457,47,189,4,0,6
0,169,6060,2,973,1595,4,2961,679,33,42,108,5
0,34,6063,0,150,7433,1,817,112,183,15,8,5
0,358,5629,-1,1134,8298,3,3585,801,220,26,45,5
0,35,5849,0,902,8101,9,2331,589,180,20,99,7
0,228,6816,1,1145,8147,1,3281,563,168,24,13,5
0,192,5671,1,2020,7608,8,3610,744,109,29,134,6
0,124,6726,-2,745,8110,3,2157,412,12,43,83,5
0,50,6170,0,231,7335,0,846,193,165,19,0,4
0,326,6907,1,495,8006,1,5309,475,231,21,12,5
0,208,6988,-1,447,8180,46,3715,301,162,14,337,9
0,268,5830,0,1162,7190,871,1254,107,207,16,7404,11
0,124,5755,-2,946,8240,2,4821,667,77,28,31,5
0,80,6590,3,773,8291,0,1613,439,111,28,0,4
0,171,7046,0,798,8135,0,2318,297,177,1,0,7
0,246,6906,0,817,6749,0,4989,778,188,29,0,4
0,19,6626,0,384,7438,5,4245,345,188,7,18,7
0,163,6846,1,1045,9098,0,1506,367,84,28,0,4
0,29,5842,0,570,7287,1,5128,405,185,9,5,6
0,169,6869,1,145,6850,1,672,125,144,12,7,6
0,159,6909,0,544,6582,0,3913,524,73,30,0,4
0,249,5743,3,1261,7102,0,2757,632,194,18,0,5
0,218,6924,0,66,6081,1,862,37,170,13,7,6
0,273,6824,3,697,7826,0,8966,691,218,23,0,4
0,342,7053,1,209,5693,1,2571,189,237,31,18,5
1,113,6829,0,3,3313,102,544,1,180,0,3,14
1,104,6546,0,5,4226,4,719,2,179,0,1,10
1,-1,6440,0,1,5018,646,654,0,180,0,0,17
1,151,6776,0,6,5251,3,4448,3,179,0,0,10
1,225,6567,0,6,3462,2,592,4,180,3,3,7
1,128,6941,0,20,3918,1,645,6,176,1,1,8
1,5,6584,0,3,3256,2,1728,0,181,1,1,9
1,248,6845,0,8,4011,0,1953,2,181,1,0,7
1,11,6556,0,3,3563,0,210,2,181,1,0,8
1,-1,6414,0,1,3196,33,2204,0,180,0,0,14
1,260,6717,0,5,4807,0,2250,2,181,1,0,8
1,111,6556,0,3,6436,0,4947,2,178,1,0,8
1,342,6937,0,11,3867,2,2430,6,181,0,0,9
1,127,6829,0,4,2882,16,2565,2,180,0,0,13
1,18,6229,0,6,3601,0,1650,2,180,0,0,8
1,16,6807,0,9,3831,2,3059,3,180,0,0,9
1,140,6717,0,4,3296,0,3941,2,178,0,0,8
1,186,6872,0,18,4423,3539,387,1,180,0,23,18
1,187,6836,0,3,5015,1,2416,1,179,0,0,10
1,-1,6530,0,2,2494,11,702,0,180,0,0,13
1,334,6811,0,8,3191,0,2218,3,181,0,0,9
1,346,6950,-1,19,3367,19,1159,9,205,10,104,8
1,191,6839,0,5,4678,3,549,2,180,0,0,10
1,187,6414,0,2,2455,0,427,1,179,1,0,8
1,116,6556,0,3,5120,0,3253,2,178,1,0,8
1,-1,6440,0,1,5154,11,1886,1,180,0,0,13
1,-1,6440,0,1,5018,646,654,0,180,0,0,17
1,325,6776,0,5,5693,1,2154,3,180,0,0,10
1,178,6952,0,14,4079,0,1194,5,180,0,0,10
1,171,6776,0,6,3251,0,6229,2,177,1,0,7
1,34,6952,0,14,4726,2,2896,2,180,0,0,10
1,161,6776,0,5,5615,0,5756,3,179,0,0,9
1,233,6839,0,6,4219,0,906,2,180,1,0,7
1,189,6414,0,2,3296,0,180,2,179,1,0,8
1,191,6221,0,1,3537,2,1179,1,179,0,0,10
1,77,6937,0,10,4328,0,5337,4,179,1,0,8
1,306,6414,0,1,3658,0,240,1,182,1,0,8
1,191,6776,0,5,5401,5,4231,3,179,0,1,10
1,176,6770,0,4,4355,0,1667,1,179,0,0,9
1,-1,6836,0,4,3793,3,1912,0,180,0,0,12
1,253,6839,0,8,4109,1,2126,5,180,0,0,9
1,265,6440,0,4,3595,1,1466,2,181,1,0,9
1,157,6994,0,17,4584,0,1955,9,173,2,0,7
1,93,6573,0,4,4586,3,702,1,179,0,0,10
1,-1,6366,0,3,4340,2,2738,1,180,0,0,11
1,225,6872,0,18,4572,193,587,1,180,0,0,16
1,190,6884,0,8,4373,3,2000,5,178,1,1,9
1,78,6564,0,4,3075,1,2422,2,180,0,0,10
1,297,6573,0,5,4175,1,942,1,181,0,0,9
1,137,6414,0,2,2067,0,180,1,179,0,0,9
1,11,6414,0,1,5004,1,2093,0,180,0,0,9
1,87,6259,0,18,2821,3,1399,16,174,3,4,8
1,302,6556,0,2,5152,0,3792,1,180,0,0,9
1,-1,6836,0,4,4191,87,762,1,180,0,0,15
1,247,6546,0,4,4475,4,1746,1,180,0,1,10
1,321,6836,0,3,3769,0,1911,2,182,1,0,8
1,289,6776,0,6,5693,1,2126,3,180,0,0,9
1,251,6811,0,7,4133,1,4935,4,180,0,0,9
1,4,6414,0,2,4507,0,1125,1,181,1,0,8
1,152,6546,0,3,3630,2,742,0,179,0,0,10
1,319,6886,0,5,4689,0,699,3,181,0,0,8
1,122,6717,0,4,5247,0,2645,0,179,0,0,9
1,238,6872,0,10,3819,0,685,7,180,0,0,10
1,231,6776,0,5,5063,5,2870,3,180,0,1,10
1,66,6836,0,4,4607,33,1991,0,179,1,12,11
1,358,6886,0,6,3984,0,1051,2,183,1,0,7
1,224,6530,0,2,3700,0,282,0,180,0,0,10
1,330,6770,0,4,4621,0,950,1,180,0,0,9
1,283,6546,0,4,3843,2,1587,1,181,0,1,9
1,260,6229,0,8,3414,9004,72,0,182,1,6225,16
1,191,6546,0,3,3709,1,1086,1,179,0,0,9
1,309,7053,0,17,4262,1,242,5,197,6,3,6
1,86,7053,0,19,2569,5,819,7,178,1,2,9
1,225,6886,0,3,4963,323,2519,0,180,0,1,16
1,-1,6366,0,2,3493,34,200,0,180,0,0,14
1,101,6836,0,5,4471,4,1820,3,179,0,0,11
1,357,6975,0,13,1501,9,115,4,180,0,1,11
1,45,7032,0,20,5686,8,2297,5,180,0,0,12
1,144,6884,0,9,3755,2,2680,4,175,2,2,8
1,230,6334,0,13,4494,1,754,4,180,2,1,7
1,322,6959,0,11,3424,0,212,6,184,1,0,7
1,26,6845,0,11,4375,1,522,1,180,1,0,9
1,272,6994,0,10,3212,5,4535,8,180,0,0,11
1,80,6872,0,10,3451,3,1132,7,178,1,2,9
1,175,6573,0,3,3968,4,2670,1,178,1,2,9
1,77,6807,0,9,5035,1,1116,3,178,1,1,8
1,238,6717,0,4,4425,0,3232,2,180,0,0,9
1,107,6584,0,2,2464,53,1442,0,180,0,1,14
1,177,6975,0,17,2401,2,899,2,178,1,1,9
1,192,6950,0,14,2530,0,242,1,180,0,0,9
1,333,6845,0,14,1147,0,157,4,185,2,0,7
1,357,6414,0,1,2067,1,120,1,182,1,1,8
1,245,6530,0,3,3223,8,1076,1,181,1,3,10
1,258,6845,0,11,4120,5,582,5,180,0,1,10
1,113,6884,0,9,3500,86,817,6,180,0,2,14
1,304,7053,0,20,5308,1,532,3,182,1,0,8
1,87,7053,0,21,3891,0,192,8,175,2,0,7
1,45,6770,0,2,3810,5,604,0,180,0,0,11
1,95,6845,0,12,3542,2,3177,6,179,0,0,10
1,343,6573,0,9,4107,0,30,1,185,2,0,7
1,356,6975,0,14,3085,4,1623,3,182,1,2,9
1,126,6567,0,2,5020,1,210,0,180,0,0,10
1,116,6556,0,1,5707,0,3036,0,178,1,0,8
1,230,7032,0,19,4068,0,265,6,180,1,0,7
1,6,6414,0,1,6168,1,2837,0,180,0,0,9
1,106,6836,0,4,6584,1,2196,2,179,0,0,10
1,198,6924,0,9,4101,4,1651,6,178,1,3,9
1,322,6414,0,2,4640,6,1062,1,182,1,2,10
1,176,6770,0,4,4555,19,4240,0,179,1,5,11
1,167,6414,0,2,2855,0,252,1,179,0,0,9
1,68,6829,0,3,4181,2,3197,1,180,0,0,10
1,259,6937,0,10,3508,0,2231,4,180,0,0,10
1,-1,6937,0,9,3336,13,1964,4,180,0,0,13
1,76,6855,0,10,3674,1,1506,7,178,1,1,8
1,92,6994,0,10,3834,2,3184,7,179,0,0,9
1,351,6414,0,2,2067,0,150,1,181,0,0,8
1,-1,6440,0,1,5018,646,654,0,180,0,0,17
1,177,6546,0,3,3917,796,1070,0,178,1,259,15
1,-1,6530,0,2,3982,37,740,0,180,0,0,14
1,159,6845,0,7,3656,3,1007,1,179,0,1,10
1,345,6556,0,3,4001,0,5456,2,181,1,0,8
1,171,6855,0,9,4679,2,1174,7,176,2,2,8
1,309,6845,0,10,1135,4,230,0,186,2,4,8
1,1,6924,0,8,5346,0,60,5,188,4,0,6
1,78,6836,0,4,5479,1,549,2,179,1,0,9
1,187,6414,0,1,4428,1,465,1,179,0,0,10
1,106,6811,0,8,4627,0,762,4,179,0,0,8
1,91,6839,0,5,4484,0,325,2,179,0,0,9
1,46,6845,0,13,3584,6,357,4,180,0,0,11
1,66,6776,0,5,4324,0,170,2,178,1,0,7
1,17,6414,0,2,2397,0,187,1,181,1,0,8
1,170,6836,0,4,4908,2,839,1,177,1,1,9
1,347,6994,0,10,3591,7,4157,7,182,1,3,10
1,-1,6836,0,4,4412,5,712,1,180,0,0,12
1,168,6937,0,8,4796,12,1931,5,179,0,2,11
1,61,6836,0,5,4681,1,2345,2,179,1,0,8
1,202,6414,0,1,4428,19,435,1,180,0,0,13
1,185,6414,0,2,3253,1,440,2,178,1,1,8
1,310,6924,0,5,4822,0,1264,3,180,0,0,9
1,39,6530,0,3,3878,5,1584,0,180,0,0,12
1,-1,6530,0,2,3148,11,145,0,180,0,0,13
1,337,7053,0,17,4262,133,242,5,187,3,181,11
1,313,6567,0,1,3655,3,252,0,180,0,0,11
1,293,7023,0,20,4570,0,327,4,180,0,0,9
1,190,6414,0,-3,3047,4603,192,0,180,0,373,17
1,116,6937,0,9,3453,0,1089,5,178,0,0,8
1,312,6546,0,4,3880,0,1297,1,181,0,0,8
1,153,6807,0,8,4102,0,85,1,178,1,0,8
1,290,6950,0,11,3911,3,260,2,189,3,5,8
1,155,6855,0,9,4288,1,475,6,173,2,1,7
1,-1,6872,0,15,4895,2773,30,0,180,0,0,18
1,175,6872,0,10,1467,1,714,8,177,1,1,8
1,309,6829,0,5,4451,0,993,2,180,0,0,9
1,234,6855,0,10,3760,0,337,7,180,0,0,8
1,252,7023,0,20,6470,2,527,7,182,1,1,8
1,321,6872,0,9,1888,0,200,6,186,2,0,7
1,178,6229,0,4,4106,192,302,0,179,0,32,14
1,40,6717,0,3,3905,0,2575,1,180,1,0,8
1,150,6884,0,9,4146,1,345,4,175,2,1,8
1,273,6414,0,2,3253,6,1194,2,180,0,0,11
1,88,6776,0,5,5077,0,1953,3,180,0,0,9
1,45,6717,0,4,3766,0,2355,1,180,0,0,8
1,154,6937,0,10,4154,0,7837,7,179,0,0,9
1,139,7053,0,20,6920,0,85,8,176,1,0,7
1,284,7053,0,25,5465,0,222,12,184,2,0,7
1,139,6959,0,11,3386,0,762,7,177,1,0,7
1,353,6836,0,3,3659,0,297,1,183,1,0,7
1,3,6872,0,10,1647,2,282,8,181,0,0,9
1,315,6414,0,2,2994,0,2721,1,181,0,0,8
1,174,6221,0,2,3979,675,2693,1,178,1,239,14
1,-1,6573,0,3,3925,1,1999,1,180,0,0,11
1,176,6855,0,9,4958,1,2079,7,174,2,1,7
1,160,6556,0,3,4219,0,4472,2,178,0,0,8
1,171,6845,0,12,3975,2,1721,3,171,4,4,7
1,259,6886,0,5,3440,5,2939,2,180,0,0,11
1,190,6717,0,4,4829,1,1860,0,178,1,0,8
1,130,6776,0,4,4692,2,3480,2,177,1,1,9
1,116,6845,0,11,4122,2,1339,6,179,0,0,10
1,189,6952,0,11,3593,35,819,1,176,2,42,10
1,346,6855,0,11,5115,0,2043,8,183,1,0,7
1,145,6440,0,4,3595,1,1187,2,177,1,0,8
1,127,6546,0,3,3311,0,1134,1,175,2,0,7
1,299,6845,0,11,3856,0,2111,2,180,0,0,10
1,119,6807,0,9,5160,0,1956,2,178,1,0,8
1,-1,6573,0,4,3890,12,60,0,180,0,0,13
1,7,6556,0,3,3954,0,295,2,180,0,0,8
1,-1,6546,0,3,4076,4,697,0,180,0,0,12
1,169,6414,0,2,3468,0,1259,2,179,0,0,9
1,314,6907,0,20,6186,0,417,1,181,0,0,8
1,281,6221,0,2,3486,2,1549,2,180,0,0,10
1,36,6845,0,11,3313,37,3032,6,180,0,1,13
1,85,6937,0,10,4025,0,2830,4,178,1,0,8
1,55,6994,0,11,3691,1,3563,6,180,0,0,9
1,107,6414,0,2,4202,0,1137,1,179,0,0,9
1,23,6776,0,6,3251,0,1384,3,180,0,0,8
1,185,6414,0,2,4852,0,735,0,180,0,0,9
1,339,6770,0,5,4010,0,3959,2,180,0,0,9
1,129,6836,0,3,3606,2,4207,1,177,1,1,9
1,110,6845,0,11,4362,3,1814,2,178,1,1,9
1,154,6556,0,3,3954,7,145,1,175,2,6,9
1,16,6770,0,5,4066,0,2799,2,180,0,0,8
1,299,6937,0,8,4847,0,2340,3,180,0,0,9
1,360,6573,0,5,3327,1,307,1,180,0,0,10
1,140,6886,0,6,3964,106,315,4,180,0,0,15
1,172,6836,0,4,4908,0,599,2,178,1,0,8
1,203,6546,0,3,3917,5,975,0,179,1,3,9
1,114,6855,0,10,4707,1,5735,8,178,0,0,9
1,194,6414,0,2,4037,0,1042,1,180,0,0,9
1,83,6556,0,3,3954,0,145,2,179,0,0,9
1,240,6855,0,9,4707,0,6791,6,180,0,0,9
1,150,6959,0,13,3417,1,487,6,177,1,0,8
1,110,6845,0,11,4362,3,1814,2,178,1,1,9
1,297,6546,0,3,4471,53,582,0,180,0,4,13
1,5,6907,0,20,4526,2,417,1,181,0,0,9
1,216,6414,0,2,2365,0,242,1,179,1,0,8
1,226,6414,0,2,3419,0,1621,2,180,0,0,8
1,304,6952,0,13,4537,1,2128,0,181,1,0,9
1,325,6440,0,3,5297,0,1891,2,181,0,0,8
